cluster,keyword,scope,volume_db,gsc_impressions,gsc_clicks,gsc_avg_pos,tracked_pos,best_pos,aio_on_serp,status,landing_or_target,peak_month,action
G Identification & safety,bolets al·lucinògens,ca,0,0,0,,,,False,not ranking / untracked,"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Create page (or add to tracking if page exists)
G Identification & safety,bolet comestible,ca,,1,0,44,,44,False,weak (21-50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Rework: dedicated page or template upgrade
G Identification & safety,boleto granulado,ca,,1,0,88,,88,False,buried (>50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,New/rebuilt page
G Identification & safety,bolets dibuix,ca,,1,0,13,,13,False,striking (11-20),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,"Refresh page: title/H1 match, add section, links from hubs"
G Identification & safety,bolets points,ca,,1,0,7,,7,False,page 1 (4-10),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,"Push to top-3: internal links, snippet, answer-first block"
G Identification & safety,bolets toxiques,ca,,1,0,9,,9,False,page 1 (4-10),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,"Push to top-3: internal links, snippet, answer-first block"
G Identification & safety,c e p s,ca,,1,0,15,,15,False,striking (11-20),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,"Refresh page: title/H1 match, add section, links from hubs"
G Identification & safety,camagrog,ca,,1,0,6,,6,False,page 1 (4-10),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,"Push to top-3: internal links, snippet, answer-first block"
G Identification & safety,camagros,ca,,1,0,98,,98,False,buried (>50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,New/rebuilt page
G Identification & safety,carreroles,ca,,1,0,78,,78,False,buried (>50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,New/rebuilt page
G Identification & safety,cualbra bolet,ca,,1,0,59,,59,False,buried (>50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,New/rebuilt page
G Identification & safety,lleteroles,ca,,1,0,28,,28,False,weak (21-50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,Rework: dedicated page or template upgrade
G Identification & safety,lloses,ca,,1,0,15,,15,False,striking (11-20),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,"Refresh page: title/H1 match, add section, links from hubs"
G Identification & safety,menjar bolets,ca,,1,0,72,,72,False,buried (>50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,New/rebuilt page
G Identification & safety,panellons,ca,,1,0,63,,63,False,buried (>50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,New/rebuilt page
G Identification & safety,rogenc,ca,,1,0,67,,67,False,buried (>50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,New/rebuilt page
G Identification & safety,rosinyols,ca,,1,0,92,,92,False,buried (>50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,New/rebuilt page
G Identification & safety,tipos de bolets comestibles,ca,,1,0,58,,58,False,buried (>50),"/bolets-comestibles, /bolets-verinosos, /bolets, /guies",,New/rebuilt page
"H How-to, rules, gear",ou de reig precio,ca,90,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",10,Create page (or add to tracking if page exists)
"H How-to, rules, gear",cistell de bolets,ca,70,1,0,29,,29,False,weak (21-50),"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",10,Rework: dedicated page or template upgrade
"H How-to, rules, gear",conservar rovellons,ca,50,5,0,50.8,40,40,False,weak (21-50),/conservar-bolets,10,Rework: dedicated page or template upgrade
"H How-to, rules, gear",festa del bolet,ca,40,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",01,Create page (or add to tracking if page exists)
"H How-to, rules, gear",congelar camagrocs,ca,40,6,0,19.3,16,16,False,striking (11-20),/conservar-bolets,10,"Refresh page: title/H1 match, add section, links from hubs"
"H How-to, rules, gear",como congelar boletus,ca,40,1,0,91,,91,False,buried (>50),"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",10,New/rebuilt page
"H How-to, rules, gear",com netejar rovellons,ca,40,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",10,Create page (or add to tracking if page exists)
"H How-to, rules, gear",com conservar els ceps,ca,40,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",12,Create page (or add to tracking if page exists)
"H How-to, rules, gear",congelar bolets,ca,20,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",10,Create page (or add to tracking if page exists)
"H How-to, rules, gear",bolets en conserva,ca,20,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",05,Create page (or add to tracking if page exists)
"H How-to, rules, gear",conservar ceps,ca,20,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",permiso setas cataluña,ca,10,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",12,Create page (or add to tracking if page exists)
"H How-to, rules, gear",com congelar bolets,ca,10,4,0,38,29,29,False,weak (21-50),/conservar-bolets,10,Rework: dedicated page or template upgrade
"H How-to, rules, gear",carnet recolector de setas cataluña,ca,10,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",10,Create page (or add to tracking if page exists)
"H How-to, rules, gear",carnet boletaire catalunya,ca,10,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",10,Create page (or add to tracking if page exists)
"H How-to, rules, gear",normativa collir bolets catalunya,ca,0,8,0,15.8,10,10,False,page 1 (4-10),/normativa-bolets,,"Push to top-3: internal links, snippet, answer-first block"
"H How-to, rules, gear",permís collir bolets catalunya,ca,0,6,0,5.7,6,5.7,False,page 1 (4-10),/normativa-bolets,,"Push to top-3: internal links, snippet, answer-first block"
"H How-to, rules, gear",què portar per anar a buscar bolets,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",quants bolets es poden collir,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",quant duren els bolets a la nevera,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",permís collir bolets,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",normativa bolets,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",navalla bolets,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",multa collir bolets,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",fira del bolet 2026,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",fira del bolet,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",fira de bolets,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",equip boletaire,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",curs micologia barcelona,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",curs de bolets,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",conservar bolets,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",congelar ceps,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",com netejar bolets,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",com conservar bolets,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",com collir bolets correctament,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",com collir bolets,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",com assecar bolets,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",collir bolets parc natural,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",carnet boletaire,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",bolets amb nens,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",assecar bolets,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",equip per anar a buscar bolets,ca,0,0,0,,,,False,not ranking / untracked,"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Create page (or add to tracking if page exists)
"H How-to, rules, gear",com conservar rovellons,ca,,1,0,48,,48,False,weak (21-50),"/conservar-bolets, /normativa-bolets, FAQ; NEW /equip-boletaire",,Rework: dedicated page or template upgrade
I Recipes,vedella amb bolets de la iaia,ca,590,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),10,Create page (or add to tracking if page exists)
I Recipes,estofat de vedella amb bolets,ca,320,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),10,Create page (or add to tracking if page exists)
I Recipes,crema de ceps,ca,320,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),12,Create page (or add to tracking if page exists)
I Recipes,sopa de fredolics,ca,260,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),10,Create page (or add to tracking if page exists)
I Recipes,mandonguilles amb bolets,ca,260,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),10,Create page (or add to tracking if page exists)
I Recipes,camagrocs recetas,ca,260,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),01,Create page (or add to tracking if page exists)
I Recipes,camagroc recetas,ca,260,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),01,Create page (or add to tracking if page exists)
I Recipes,rovellons al forn,ca,210,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),10,Create page (or add to tracking if page exists)
I Recipes,receptes amb camagrocs,ca,210,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),12,Create page (or add to tracking if page exists)
I Recipes,conill amb bolets,ca,210,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),10,Create page (or add to tracking if page exists)
I Recipes,canelons de bolets,ca,210,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),10,Create page (or add to tracking if page exists)
I Recipes,truita de camagrocs,ca,170,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),10,Create page (or add to tracking if page exists)
I Recipes,carpaccio de ceps,ca,170,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),12,Create page (or add to tracking if page exists)
I Recipes,vedella amb bolets,ca,120,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),10,Create page (or add to tracking if page exists)
I Recipes,receptes amb ceps,ca,110,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),12,Create page (or add to tracking if page exists)
I Recipes,pasta amb camagrocs,ca,110,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),10,Create page (or add to tracking if page exists)
I Recipes,rovellons a la brasa,ca,70,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),10,Create page (or add to tracking if page exists)
I Recipes,receptes amb rovellons,ca,70,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),10,Create page (or add to tracking if page exists)
I Recipes,receptes amb bolets,ca,70,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),10,Create page (or add to tracking if page exists)
I Recipes,receptes amb trompetes de la mort,ca,50,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),10,Create page (or add to tracking if page exists)
I Recipes,com cuinar ceps,ca,50,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),12,Create page (or add to tracking if page exists)
I Recipes,com cuinar camagrocs,ca,50,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),01,Create page (or add to tracking if page exists)
I Recipes,receptes amb ous de reig,ca,30,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),12,Create page (or add to tracking if page exists)
I Recipes,receptes amb llenegues,ca,30,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),10,Create page (or add to tracking if page exists)
I Recipes,receptes de bolets,ca,20,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),10,Create page (or add to tracking if page exists)
I Recipes,receptes bolets,ca,20,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),12,Create page (or add to tracking if page exists)
I Recipes,risotto de ceps,ca,10,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),10,Create page (or add to tracking if page exists)
I Recipes,rovellons a la paella,ca,0,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),,Create page (or add to tracking if page exists)
I Recipes,receptes amb moixernons,ca,0,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),,Create page (or add to tracking if page exists)
I Recipes,receptes amb fredolics,ca,0,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),,Create page (or add to tracking if page exists)
I Recipes,llibrets d'apagallums,ca,0,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),,Create page (or add to tracking if page exists)
I Recipes,fricandó amb moixernons,ca,0,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),,Create page (or add to tracking if page exists)
I Recipes,com cuinar rovellons,ca,0,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),,Create page (or add to tracking if page exists)
I Recipes,com cuinar llenegues,ca,0,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),,Create page (or add to tracking if page exists)
I Recipes,com cuinar bolets,ca,0,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),,Create page (or add to tracking if page exists)
I Recipes,carpaccio d'ous de reig,ca,0,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),,Create page (or add to tracking if page exists)
I Recipes,bolets saltejats,ca,0,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),,Create page (or add to tracking if page exists)
I Recipes,bolets confitats,ca,0,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),,Create page (or add to tracking if page exists)
I Recipes,bolets al forn,ca,0,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),,Create page (or add to tracking if page exists)
I Recipes,bolets a la brasa,ca,0,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),,Create page (or add to tracking if page exists)
I Recipes,arròs de bolets,ca,0,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),,Create page (or add to tracking if page exists)
I Recipes,arròs amb bolets,ca,0,0,0,,,,False,not ranking / untracked,NEW /receptes/<plat> (decision pending),,Create page (or add to tracking if page exists)
J Brand & app,app bolets de catalunya,ca,30,137,9,11.6,4,4,True,page 1 (4-10),/,,"Push to top-3: internal links, snippet, answer-first block"
J Brand & app,bolet radar,ca,0,94,5,7.5,,7.5,False,page 1 (4-10),/ (brand entity + alternateName),,"Push to top-3: internal links, snippet, answer-first block"
J Brand & app,bolets app,ca,0,34,27,1.6,,1.6,False,owned (1-3),/ (brand entity + alternateName),,"Defend: answer-first block, freshness, AIO citation check"
J Brand & app,cercador de bolets,ca,10,0,0,,,,False,not ranking / untracked,/ (brand entity + alternateName),10,Create page (or add to tracking if page exists)
J Brand & app,buscador de bolets,ca,10,6,3,1,,1,False,owned (1-3),/ (brand entity + alternateName),10,"Defend: answer-first block, freshness, AIO citation check"
J Brand & app,boletaires cat,ca,,3,0,17,,17,False,striking (11-20),/ (brand entity + alternateName),,"Refresh page: title/H1 match, add section, links from hubs"
J Brand & app,va de bolets,ca,0,2,0,6,,6,False,page 1 (4-10),/ (brand entity + alternateName),,"Push to top-3: internal links, snippet, answer-first block"
J Brand & app,vadebolets,ca,0,0,0,,,,False,not ranking / untracked,/ (brand entity + alternateName),,Create page (or add to tracking if page exists)
J Brand & app,trobarbolets,ca,0,0,0,,,,False,not ranking / untracked,/ (brand entity + alternateName),,Create page (or add to tracking if page exists)
J Brand & app,bolets.com,ca,0,0,0,,,,False,not ranking / untracked,/ (brand entity + alternateName),,Create page (or add to tracking if page exists)
J Brand & app,bolets info,ca,0,0,0,,,,False,not ranking / untracked,/ (brand entity + alternateName),,Create page (or add to tracking if page exists)
J Brand & app,bolets atles,ca,0,0,0,,,,False,not ranking / untracked,/ (brand entity + alternateName),,Create page (or add to tracking if page exists)
J Brand & app,boletradar,ca,0,1,0,9,,9,False,page 1 (4-10),/ (brand entity + alternateName),,"Push to top-3: internal links, snippet, answer-first block"
J Brand & app,boletada,ca,0,0,0,,,,False,not ranking / untracked,/ (brand entity + alternateName),,Create page (or add to tracking if page exists)
J Brand & app,app setas cataluña,ca,0,0,0,,,,False,not ranking / untracked,/ (brand entity + alternateName),,Create page (or add to tracking if page exists)
J Brand & app,app per trobar bolets,ca,0,0,0,,,,False,not ranking / untracked,/ (brand entity + alternateName),,Create page (or add to tracking if page exists)
J Brand & app,app per identificar bolets,ca,0,0,0,,,,False,not ranking / untracked,/ (brand entity + alternateName),,Create page (or add to tracking if page exists)
J Brand & app,app para buscar setas,ca,0,0,0,,,,False,not ranking / untracked,/ (brand entity + alternateName),,Create page (or add to tracking if page exists)
J Brand & app,app identificar bolets,ca,0,0,0,,,,False,not ranking / untracked,/ (brand entity + alternateName),,Create page (or add to tracking if page exists)
J Brand & app,app bolets catalunya,ca,0,0,0,,,,False,not ranking / untracked,/ (brand entity + alternateName),,Create page (or add to tracking if page exists)
J Brand & app,app bolets,ca,0,0,0,,,,False,not ranking / untracked,/ (brand entity + alternateName),,Create page (or add to tracking if page exists)
J Brand & app,aplicació bolets,ca,0,0,0,,,,False,not ranking / untracked,/ (brand entity + alternateName),,Create page (or add to tracking if page exists)
J Brand & app,bolet radar.cat,ca,,1,0,4,,4,False,page 1 (4-10),/ (brand entity + alternateName),,"Push to top-3: internal links, snippet, answer-first block"
